data_100	0.8848162380530101	GCF_000008165-GCF_000008505	Bacilluscereusgroup	Bacillus_anthracis_str._Sterne,Bacillus_thuringiensis_serovar_konkukian_str._97-27	['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacilluscereusgroup', 'Bacillus_anthracis_str._Sterne'],['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacilluscereusgroup', 'Bacillus_thuringiensis_serovar_konkukian_str._97-27']
data_100	0.7921473762560476	GCF_000011545-GCF_000011705	pseudomalleigroup	Burkholderia_pseudomallei_K96243,Burkholderia_mallei_ATCC_23344	['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Burkholderiaceae', 'Burkholderia', 'pseudomalleigroup', 'Burkholderia_pseudomallei_K96243'],['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Burkholderiaceae', 'Burkholderia', 'pseudomalleigroup', 'Burkholderia_mallei_ATCC_23344']
data_100	0.7799973715337101	GCF_000195715-GCF_000317935	Bordetella	Bordetella_pertussis_Tohama_I,Bordetella_parapertussis_Bpp5	['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Alcaligenaceae', 'Bordetella', 'Bordetella_pertussis_Tohama_I'],['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Alcaligenaceae', 'Bordetella', 'Bordetella_parapertussis_Bpp5']
data_100	0.7763831342919815	GCF_000195715-GCF_000318015	Bordetella	Bordetella_pertussis_Tohama_I,Bordetella_bronchiseptica_253	['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Alcaligenaceae', 'Bordetella', 'Bordetella_pertussis_Tohama_I'],['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Alcaligenaceae', 'Bordetella', 'Bordetella_bronchiseptica_253']
data_100	0.8862242052426101	GCF_000317935-GCF_000318015	Bordetella	Bordetella_parapertussis_Bpp5,Bordetella_bronchiseptica_253	['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Alcaligenaceae', 'Bordetella', 'Bordetella_parapertussis_Bpp5'],['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Alcaligenaceae', 'Bordetella', 'Bordetella_bronchiseptica_253']
data_100	0.8890489913544669	GCF_000331595-GCF_000376585	Wolbachia	Wolbachia_endosymbiont_of_Diaphorina_citri,Wolbachia_endosymbiont_of_Drosophila_simulans_wNo	['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rickettsiales', 'Anaplasmataceae', 'Wolbachieae', 'Wolbachia', 'Wolbachia_endosymbiont_of_Diaphorina_citri'],['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rickettsiales', 'Anaplasmataceae', 'Wolbachieae', 'Wolbachia', 'Wolbachia_endosymbiont_of_Drosophila_simulans_wNo']
data_100	0.8848162380530101	GCF_000008165-GCF_000008505	Bacilluscereusgroup	Bacillus_anthracis_str._Sterne,Bacillus_thuringiensis_serovar_konkukian_str._97-27	['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacilluscereusgroup', 'Bacillus_anthracis_str._Sterne'],['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacilluscereusgroup', 'Bacillus_thuringiensis_serovar_konkukian_str._97-27']
data_100	0.7921473762560476	GCF_000011545-GCF_000011705	pseudomalleigroup	Burkholderia_pseudomallei_K96243,Burkholderia_mallei_ATCC_23344	['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Burkholderiaceae', 'Burkholderia', 'pseudomalleigroup', 'Burkholderia_pseudomallei_K96243'],['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Burkholderiaceae', 'Burkholderia', 'pseudomalleigroup', 'Burkholderia_mallei_ATCC_23344']
data_100	0.7799973715337101	GCF_000195715-GCF_000317935	Bordetella	Bordetella_pertussis_Tohama_I,Bordetella_parapertussis_Bpp5	['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Alcaligenaceae', 'Bordetella', 'Bordetella_pertussis_Tohama_I'],['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Alcaligenaceae', 'Bordetella', 'Bordetella_parapertussis_Bpp5']
data_100	0.7763831342919815	GCF_000195715-GCF_000318015	Bordetella	Bordetella_pertussis_Tohama_I,Bordetella_bronchiseptica_253	['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Alcaligenaceae', 'Bordetella', 'Bordetella_pertussis_Tohama_I'],['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Alcaligenaceae', 'Bordetella', 'Bordetella_bronchiseptica_253']
data_100	0.8862242052426101	GCF_000317935-GCF_000318015	Bordetella	Bordetella_parapertussis_Bpp5,Bordetella_bronchiseptica_253	['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Alcaligenaceae', 'Bordetella', 'Bordetella_parapertussis_Bpp5'],['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Alcaligenaceae', 'Bordetella', 'Bordetella_bronchiseptica_253']
data_100	0.8890489913544669	GCF_000331595-GCF_000376585	Wolbachia	Wolbachia_endosymbiont_of_Diaphorina_citri,Wolbachia_endosymbiont_of_Drosophila_simulans_wNo	['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rickettsiales', 'Anaplasmataceae', 'Wolbachieae', 'Wolbachia', 'Wolbachia_endosymbiont_of_Diaphorina_citri'],['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rickettsiales', 'Anaplasmataceae', 'Wolbachieae', 'Wolbachia', 'Wolbachia_endosymbiont_of_Drosophila_simulans_wNo']
data_100	0.7250469203207643	GCF_000219395-GCF_000511305	Rhodococcus	Rhodococcus_sp._R04,Rhodococcus_pyridinivorans_SB3094	['Bacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus_sp._R04'],['Bacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus_pyridinivorans_SB3094']
