data_95	0.6610468042274786	7948	GCF_000005825-GCF_000292245
data_95	0.68384290985767	7588	GCF_000005825-GCF_000334155
data_95	0.6646591182847507	8302	GCF_000005845-GCF_000023605
data_95	0.6426752446052808	7461	GCF_000005845-GCF_000091565
data_95	0.656517794132473	9919	GCF_000005845-GCF_000240185
data_95	0.36053430479659987	8235	GCF_000005845-GCF_000495815
data_95	0.7310019361084221	8264	GCF_000005845-GCF_000597785
data_95	0.6255774053055299	7577	GCF_000005845-GCF_001026985
data_95	0.6121159919609532	6966	GCF_000005845-GCF_001078095
data_95	0.7280519480519481	3850	GCF_000006605-GCF_000183325
data_95	0.7808641975308642	1296	GCF_000006625-GCF_000731915
data_95	0.8574390876101607	1929	GCF_000006685-GCF_000008745
data_95	0.898876404494382	1869	GCF_000006685-GCF_000009945
data_95	0.9038251366120219	1830	GCF_000006685-GCF_000026025
data_95	0.898416166029492	1831	GCF_000006685-GCF_000204135
data_95	0.8962213943587014	1879	GCF_000006685-GCF_000204255
data_95	0.9002724795640327	1835	GCF_000006685-GCF_000454725
data_95	0.9130190796857464	1782	GCF_000006685-GCF_000471025
data_95	0.8819124423963134	1736	GCF_000006685-GCF_000583875
data_95	0.7219744275944098	10089	GCF_000006765-GCF_000016565
data_95	0.5992321323095098	10158	GCF_000006765-GCF_000021045
data_95	0.6620282521610795	9486	GCF_000006765-GCF_000818015
data_95	0.7306936253861275	3561	GCF_000006785-GCF_000026605
data_95	0.5426482534524777	6155	GCF_000006905-GCF_000466985
data_95	0.6001644736842106	6080	GCF_000006905-GCF_000733915
data_95	0.6618973962361433	7758	GCF_000006905-GCF_001425305
data_95	0.6662072422002255	7981	GCF_000006905-GCF_001429025
data_95	0.6000723414516518	8294	GCF_000006925-GCF_000009065
data_95	0.6310865915087551	8338	GCF_000006925-GCF_000009345
data_95	0.613599568267674	9265	GCF_000006925-GCF_000018085
data_95	0.5993865754394243	8477	GCF_000006925-GCF_000023605
data_95	0.6124934520691462	7636	GCF_000006925-GCF_000091565
data_95	0.5838940981798124	9065	GCF_000006925-GCF_000196615
data_95	0.6023380225876759	10094	GCF_000006925-GCF_000240185
data_95	0.59810091641824	9057	GCF_000006925-GCF_000241955
data_95	0.5920490928495198	7496	GCF_000006925-GCF_000307305
data_95	0.5849538837648628	8999	GCF_000006925-GCF_000336255
data_95	0.6169772256728778	9177	GCF_000006925-GCF_000438825
data_95	0.3297265160523187	8410	GCF_000006925-GCF_000495815
data_95	0.65434293162697	8439	GCF_000006925-GCF_000597785
