data_97	0.7175721977484092	8172	GCF_000005845-GCF_000017665
data_97	0.673431352246842	9658	GCF_000005845-GCF_000025565
data_97	0.7356385329209014	9052	GCF_000005845-GCF_000215745
data_97	0.7183492655630683	8578	GCF_000005845-GCF_000300455
data_97	0.7628127410999669	9073	GCF_000005845-GCF_000648515
data_97	0.7415492957746479	8520	GCF_000005845-GCF_000735365
data_97	0.7347246376811594	8625	GCF_000005845-GCF_000735515
data_97	0.715180668978633	8939	GCF_000005845-GCF_000757785
data_97	0.6728596535274919	7966	GCF_000005845-GCF_000759475
data_97	0.6969102501226091	8156	GCF_000005845-GCF_000759795
data_97	0.807546214231451	3949	GCF_000006605-GCF_000069945
data_97	0.9445067264573991	1784	GCF_000006685-GCF_000493885
data_97	0.6863211865958616	10922	GCF_000006765-GCF_000007565
data_97	0.7060064282844516	9956	GCF_000006765-GCF_000213805
data_97	0.7040150228024681	11183	GCF_000006765-GCF_000412695
data_97	0.6678488195359206	9869	GCF_000006765-GCF_000467105
data_97	0.6814136125654451	3820	GCF_000006785-GCF_000007265
data_97	0.7669421487603306	3630	GCF_000006785-GCF_000317855
data_97	0.6483923201480454	4323	GCF_000006845-GCF_000174655
data_97	0.781427832384894	3866	GCF_000006845-GCF_000196295
data_97	0.689279359430605	8992	GCF_000006905-GCF_000019145
data_97	0.7057516951133972	8554	GCF_000006905-GCF_000712075
data_97	0.750765087526013	8169	GCF_000006905-GCF_000744465
data_97	0.6714005876591577	4084	GCF_000007045-GCF_000014205
data_97	0.6827929537911667	7834	GCF_000007065-GCF_000007345
data_97	0.7080912569080345	7057	GCF_000007065-GCF_000195895
data_97	0.7294037710208935	5887	GCF_000007065-GCF_000969885
data_97	0.7326863696515218	6801	GCF_000007065-GCF_000969905
data_97	0.7367633861800778	6686	GCF_000007065-GCF_000969965
data_97	0.7361895577903292	7259	GCF_000007065-GCF_000970085
data_97	0.721772345301757	6545	GCF_000007065-GCF_000970265
data_97	0.7448359659781288	7407	GCF_000007065-GCF_000970285
data_97	0.7655255983035444	6602	GCF_000007065-GCF_000979455
data_97	0.7355358041254402	5963	GCF_000007065-GCF_001304615
data_97	0.7143208661417323	4064	GCF_000007265-GCF_000317855
data_97	0.7542191585452817	4207	GCF_000007325-GCF_000158215
data_97	0.6840972398075462	7898	GCF_000007345-GCF_000969965
data_97	0.6493489751192472	7757	GCF_000007345-GCF_000970265
data_97	0.6956744305093422	7814	GCF_000007345-GCF_000979455
data_97	0.6272401433691757	7812	GCF_000007385-GCF_000661955
data_97	0.6279421885753613	7265	GCF_000007385-GCF_001431535
data_97	0.7680398119988942	3617	GCF_000007525-GCF_000220135
data_97	0.6639613725087323	9734	GCF_000007565-GCF_000213805
data_97	0.6777666271325609	10961	GCF_000007565-GCF_000412695
data_97	0.6254794236550223	9647	GCF_000007565-GCF_000467105
data_97	0.6402612451279891	9493	GCF_000007565-GCF_000590475
data_97	0.9342672413793104	1856	GCF_000007605-GCF_000471025
data_97	0.9110497237569061	1810	GCF_000007605-GCF_000583875
data_97	0.7436427537729998	4837	GCF_000007645-GCF_000009405
data_97	0.7245719001444192	4847	GCF_000007645-GCF_000185885
data_97	0.7145757206658546	4926	GCF_000007645-GCF_000286335
data_97	0.6747274529236869	5045	GCF_000007645-GCF_000286395
data_97	0.7346981407979946	4787	GCF_000007645-GCF_000295715
data_97	0.7381756756756757	4736	GCF_000007645-GCF_000816085
data_97	0.7399709000207857	4811	GCF_000007645-GCF_001188915
data_97	0.8385579937304075	8294	GCF_000007705-GCF_001020585
data_97	0.6355534709193246	6396	GCF_000007785-GCF_000407165
data_97	0.6920337068890626	11511	GCF_000007805-GCF_000009225
data_97	0.8210683601045947	10708	GCF_000007805-GCF_000012245
data_97	0.6453335593795033	11797	GCF_000007805-GCF_000012265
data_97	0.7039176746705181	11078	GCF_000007805-GCF_000829415
data_97	0.7779471544715447	9840	GCF_000007865-GCF_000164135
data_97	0.5290102389078498	5860	GCF_000007865-GCF_000195855
data_97	0.526459268762027	6236	GCF_000007865-GCF_000975265
data_97	0.6879871002418705	3721	GCF_000007905-GCF_000765905
data_97	0.6899331951163327	4341	GCF_000007925-GCF_000195975
data_97	0.7598702001081665	1849	GCF_000008025-GCF_000008385
data_97	0.8380350194552529	2056	GCF_000008025-GCF_000331595
data_97	0.8572806171648988	2074	GCF_000008025-GCF_000376585
data_97	0.7803668815071889	2017	GCF_000008025-GCF_000829315
data_97	0.880548829701372	1239	GCF_000008205-GCF_000815065
data_97	0.8389647735442128	1391	GCF_000008205-GCF_000941075
data_97	0.7722132471728594	1857	GCF_000008385-GCF_000331595
data_97	0.7792	1875	GCF_000008385-GCF_000376585
data_97	0.7250970245795602	1546	GCF_000008385-GCF_000689175
data_97	0.7755775577557755	1818	GCF_000008385-GCF_000829315
data_97	0.6836574654956086	6376	GCF_000008485-GCF_000091785
data_97	0.6986192667830503	6301	GCF_000008485-GCF_000236165
data_97	0.6844036697247706	6540	GCF_000008485-GCF_000333755
data_97	0.6897410358565738	6024	GCF_000008485-GCF_000621385
data_97	0.6802460924509478	6014	GCF_000008485-GCF_000701265
data_97	0.6885723039215687	6528	GCF_000008485-GCF_000953135
data_97	0.8766488413547238	2805	GCF_000008525-GCF_000009305
data_97	0.8214166943797805	3007	GCF_000008525-GCF_000259275
data_97	0.7641083521444695	6202	GCF_000008565-GCF_000348665
data_97	0.7402799377916018	2572	GCF_000008685-GCF_000259345
data_97	0.7486358675882139	2749	GCF_000008685-GCF_000500045
data_97	0.7642585551330798	2893	GCF_000008685-GCF_000500065
